time,distance,ground_irradiance
2001-01-01 00:30:00,0.2502810919746036,0.0
2001-01-01 00:30:00,0.7508432759238107,0.0
2001-01-01 00:30:00,1.251405459873018,0.0
2001-01-01 00:30:00,1.751967643822225,0.0
2001-01-01 00:30:00,2.2525298277714323,0.0
2001-01-01 00:30:00,2.753092011720639,0.0
2001-01-01 00:30:00,3.2536541956698466,0.0
2001-01-01 00:30:00,3.7542163796190535,0.0
2001-01-01 00:30:00,4.2547785635682605,0.0
2001-01-01 00:30:00,4.755340747517468,0.0
2001-01-01 01:30:00,0.2502810919746036,0.0
2001-01-01 01:30:00,0.7508432759238107,0.0
2001-01-01 01:30:00,1.251405459873018,0.0
2001-01-01 01:30:00,1.751967643822225,0.0
2001-01-01 01:30:00,2.2525298277714323,0.0
2001-01-01 01:30:00,2.753092011720639,0.0
2001-01-01 01:30:00,3.2536541956698466,0.0
2001-01-01 01:30:00,3.7542163796190535,0.0
2001-01-01 01:30:00,4.2547785635682605,0.0
2001-01-01 01:30:00,4.755340747517468,0.0
2001-01-01 02:30:00,0.2502810919746036,0.0
2001-01-01 02:30:00,0.7508432759238107,0.0
2001-01-01 02:30:00,1.251405459873018,0.0
2001-01-01 02:30:00,1.751967643822225,0.0
2001-01-01 02:30:00,2.2525298277714323,0.0
2001-01-01 02:30:00,2.753092011720639,0.0
2001-01-01 02:30:00,3.2536541956698466,0.0
2001-01-01 02:30:00,3.7542163796190535,0.0
2001-01-01 02:30:00,4.2547785635682605,0.0
2001-01-01 02:30:00,4.755340747517468,0.0
2001-01-01 03:30:00,0.2502810919746036,0.0
2001-01-01 03:30:00,0.7508432759238107,0.0
2001-01-01 03:30:00,1.251405459873018,0.0
2001-01-01 03:30:00,1.751967643822225,0.0
2001-01-01 03:30:00,2.2525298277714323,0.0
2001-01-01 03:30:00,2.753092011720639,0.0
2001-01-01 03:30:00,3.2536541956698466,0.0
2001-01-01 03:30:00,3.7542163796190535,0.0
2001-01-01 03:30:00,4.2547785635682605,0.0
2001-01-01 03:30:00,4.755340747517468,0.0
2001-01-01 04:30:00,0.2502810919746036,0.0
2001-01-01 04:30:00,0.7508432759238107,0.0
2001-01-01 04:30:00,1.251405459873018,0.0
